,caption,image_path,label
228,A photograph shows a miniature figurine of a chickadee bird.,images/true_76.jpg,true
229,"A photograph shows a zunzuncito, the world's smallest bird.",images/true_76.jpg,miscaptioned
230,A photograph shows a miniature figurine of a chickadee bird.,images/false_76.jpg,out-of-context
231,Photograph of a Greta Thunberg look-alike shooting a gun.,images/true_77.jpg,true
232,Photograph of teenage environmental activist Greta Thunberg shooting a gun.,images/true_77.jpg,miscaptioned
233,Photograph of a Greta Thunberg look-alike shooting a gun.,images/false_77.jpg,out-of-context
234,"Image shows a vampire hunting kit created by the Rag N Bone Emporium, an Etsy shop that specializes in macabre art pieces.",images/true_78.jpg,true
235,Image shows a vampire hunting kit from the early 19th century.,images/true_78.jpg,miscaptioned
236,"Image shows a vampire hunting kit created by the Rag N Bone Emporium, an Etsy shop that specializes in macabre art pieces.",images/false_78.jpg,out-of-context
237,"Image of Nancy Pelosi meeting with Mexican President Enrique Peña Nieto, kicking off a three-country tour to discuss security, trade, migration and human rights.",images/true_79.jpg,true
238,Image of mexican drug lord 'El Chapo' plotting with Democrat Nancy Pelosi to maintain open borders.,images/true_79.jpg,miscaptioned
239,"Image of Nancy Pelosi meeting with Mexican President Enrique Peña Nieto, kicking off a three-country tour to discuss security, trade, migration and human rights.",images/false_79.jpg,out-of-context
240,Image of a plant native to the Himalayas called the Rheum nobile.,images/true_80.jpg,true
241,Image of a pagoda flower that only blooms once every 400 years in the Himalayas.,images/true_80.jpg,miscaptioned
242,Image of a plant native to the Himalayas called the Rheum nobile.,images/false_80.jpg,out-of-context
243,Image shows a face projector that enables to change ones face within seconds that is an Art project created by students at the Utrecht School of Arts.,images/true_81.jpg,true
244,Image shows protesters in Hong Kong using wearable projectors to foil facial recognition technology.,images/true_81.jpg,miscaptioned
245,Image shows a face projector that enables to change ones face within seconds that is an Art project created by students at the Utrecht School of Arts.,images/false_81.jpg,out-of-context
246,Image shows a group of people playfully gathered around their co-worker who was found sleeping at work.,images/true_82.jpg,true
247,Image shows a group of people playfully gathered around their co-worker after he died of a heart attack.,images/true_82.jpg,miscaptioned
248,Image shows a group of people playfully gathered around their co-worker who was found sleeping at work.,images/false_82.jpg,out-of-context
249,"Image shows a crowd of people during a 'crusade' by the religious group 'In His Name Ministries' in November 2014 in Nikomazi, South Africa.",images/true_83.jpg,true
250,Image shows a crowd of people at the 'Area 51 Raid' in September 2019.,images/true_83.jpg,miscaptioned
251,"Image shows a crowd of people during a 'crusade' by the religious group 'In His Name Ministries' in November 2014 in Nikomazi, South Africa.",images/false_83.jpg,out-of-context
252,"An image shows shacks by Roma people in Paris, France in 2015.",images/true_84.jpg,true
253,An image shows a village of shacks in Los Angeles in 2019.,images/true_84.jpg,miscaptioned
254,"An image shows shacks by Roma people in Paris, France in 2015.",images/false_84.jpg,out-of-context
255,"A photograph shows empty supermarket shelves in Moriyama, Japan after a devastating tsunami in March 15, 2011.",images/true_85.jpg,true
256,A photograph shows empty supermarket shelves due to the ill effects of socialism.,images/true_85.jpg,miscaptioned
257,"A photograph shows empty supermarket shelves in Moriyama, Japan after a devastating tsunami in March 15, 2011.",images/false_85.jpg,out-of-context
258,A photograph from the 1977 ballet 'Blaubart' by the late German dancer and choreographer Pina Bausch.,images/true_86.jpg,true
259,A photograph shows patients in an abandoned Russian psychiatric institution.,images/true_86.jpg,miscaptioned
260,A photograph from the 1977 ballet 'Blaubart' by the late German dancer and choreographer Pina Bausch.,images/false_86.jpg,out-of-context
261,A photograph of the damage caused to Mexico Beach by Hurricane Michael in October 2018.,images/true_87.jpg,true
262,A photograph of the damage done to the Abaco Islands by Hurricane Dorian in September 2019.,images/true_87.jpg,miscaptioned
263,A photograph of the damage caused to Mexico Beach by Hurricane Michael in October 2018.,images/false_87.jpg,out-of-context
264,A photograph shows a bleeding Nolan Ryan pitching in the aftermath of an accident in a game against the Kansas City Royals in 1990.,images/true_88.jpg,true
265,A photograph shows a bleeding Nolan Ryan pitching in the aftermath of an on-field fight with Robin Ventura.,images/true_88.jpg,miscaptioned
266,A photograph shows a bleeding Nolan Ryan pitching in the aftermath of an accident in a game against the Kansas City Royals in 1990.,images/false_88.jpg,out-of-context
267,"A photograph shows a woman recruit of the Somali Army checking her automatic weapon at a military training campus at Halane, Mogadishu, on Feb. 25, 1978.",images/true_89.jpg,true
268,A photograph shows U.S. Representative Ilhan Omar training in Jihad Academy.,images/true_89.jpg,miscaptioned
269,"A photograph shows a woman recruit of the Somali Army checking her automatic weapon at a military training campus at Halane, Mogadishu, on Feb. 25, 1978.",images/false_89.jpg,out-of-context
270,A long exposure photograph of an ingloo that is illuminated by a flashlight inside of it.,images/true_90.jpg,true
271,A photograph shows an igloo that is illuminated by a fire built inside of it.,images/true_90.jpg,miscaptioned
272,A long exposure photograph of an ingloo that is illuminated by a flashlight inside of it.,images/false_90.jpg,out-of-context
273,"A photograph of a homeless encampment in San Jose, California, southeast of San Francisco.",images/true_91.jpg,true
274,"A photograph of a homeless encampment in San Francisco, California, an effect of big government policies by House Speaker Nancy Pelosi.",images/true_91.jpg,miscaptioned
275,"A photograph of a homeless encampment in San Jose, California, southeast of San Francisco.",images/false_91.jpg,out-of-context
276,"Photograph shows House Speaker Nancy Pelosi and 13 members of Congress in Ghana, marked the 400-year anniversary of the first slave ships' arrival in the U.S.",images/true_92.jpg,true
277,Photograph shows Democratic members of the U.S. House of Representatives vacationing in Italy with tax player money.,images/true_92.jpg,miscaptioned
278,"Photograph shows House Speaker Nancy Pelosi and 13 members of Congress in Ghana, marked the 400-year anniversary of the first slave ships' arrival in the U.S.",images/false_92.jpg,out-of-context
279,"Image shows an archaeologist excavating the remains of a woolly mammoth that was found at a quarry site near Paris, France in November 2012.",images/true_93.jpg,true
280,Image shows a 5-meter-tall (approximately 16.5 feet) human skeleton unearthed that was discovered near the ancient ruins of the only megalithic civilization ever discovered in Australia in July 2015.,images/true_93.jpg,miscaptioned
281,"Image shows an archaeologist excavating the remains of a woolly mammoth that was found at a quarry site near Paris, France in November 2012.",images/false_93.jpg,out-of-context
282,'Keep NYC Trash free' posters by street artist Winston Tseng depicting people wearing 'Make America Great Again' hats.,images/true_94.jpg,true
283,'Keep NYC Trash free' posters by NYC's sanitation department depicting people wearing 'Make America Great Again' hats and carrying Bibles.,images/true_94.jpg,miscaptioned
284,'Keep NYC Trash free' posters by street artist Winston Tseng depicting people wearing 'Make America Great Again' hats.,images/false_94.jpg,out-of-context
285,Image shows a 'We plan to cut all homeless people in half by 2025' sign created by street artist who goes by the name of Foka Wolf.,images/true_95.jpg,true
286,Image shows signs posted by the UK Conservative Party vowing 'We plan to cut all homeless people in half by 2025',images/true_95.jpg,miscaptioned
287,Image shows a 'We plan to cut all homeless people in half by 2025' sign created by street artist who goes by the name of Foka Wolf.,images/false_95.jpg,out-of-context
288,A photograph shows three U.S. women's soccers players after visiting the Jewish heritage museum in New York City.,images/true_96.jpg,true
289,U.S. women's soccer player giving the Nazi salute in front of a Jewish heritage museum in New York City.,images/true_96.jpg,miscaptioned
290,A photograph shows three U.S. women's soccers players after visiting the Jewish heritage museum in New York City.,images/false_96.jpg,out-of-context
291,"A photograph shows columns of tanks taking part in the U.S. military tanks parade near Capitol Building, Washington DC in 1974.",images/true_97.jpg,true
292,A photograph shows columns of tanks taking part in President John Kennedy's inaugural parade.,images/true_97.jpg,miscaptioned
293,"A photograph shows columns of tanks taking part in the U.S. military tanks parade near Capitol Building, Washington DC in 1974.",images/false_97.jpg,out-of-context
294,A German-English dictionary used as part of a crystallization experiment by Catherine McEver in 2014.,images/true_98.jpg,true
295,A photograph shows an encrusted but readable Bible found at the bottom of the ocean.,images/true_98.jpg,miscaptioned
296,A German-English dictionary used as part of a crystallization experiment by Catherine McEver in 2014.,images/false_98.jpg,out-of-context
297,Photograph shows an artistic project created to 'shock and inform' viewers about the dangers of plastic surgery.,images/true_99.jpg,true
298,"Photograph shows a 68-year-old woman, human 'Barbie Doll', after a number of botched surgeries.",images/true_99.jpg,miscaptioned
299,Photograph shows an artistic project created to 'shock and inform' viewers about the dangers of plastic surgery.,images/false_99.jpg,out-of-context
300,Photograph of U.S. President Joe Biden holding hands in solidarity with U.S. Senator Robert Byrd.,images/true_100.jpg,true
301,Photograph of U.S. President Joe Biden holding hands in solidarity with the Grand Wizard of the Ku Klux Klan.,images/true_100.jpg,miscaptioned
302,Photograph of U.S. President Joe Biden holding hands in solidarity with U.S. Senator Robert Byrd.,images/false_100.jpg,out-of-context
303,Photographs show children at an immigrant detention center sleeping with aluminum blankets during U.S. President Barack Obama's administration in 2015.,images/true_101.jpg,true
304,Photographs show children at an immigrant detention center sleeping with aluminum blankets during U.S. President Donald Trump's administration in 2019.,images/true_101.jpg,miscaptioned
305,Photographs show children at an immigrant detention center sleeping with aluminum blankets during U.S. President Barack Obama's administration in 2015.,images/false_101.jpg,out-of-context
306,A photograph of a modern artwork created in 2014 by the artist Kimball explored the character of Batman through the lens of Mexican creativity.,images/true_102.jpg,true
307,A photograph shows an ancient sculpture resembling the pop culture superhero character of Batman.,images/true_102.jpg,miscaptioned
308,A photograph of a modern artwork created in 2014 by the artist Kimball explored the character of Batman through the lens of Mexican creativity.,images/false_102.jpg,out-of-context
309,An image of a 12-year-old girl in Brazil with an enlarged liver and spleen.,images/true_103.jpg,true
310,A 9-year-old girl who was impregnated by a Muslim man.,images/true_103.jpg,miscaptioned
311,An image of a 12-year-old girl in Brazil with an enlarged liver and spleen.,images/false_103.jpg,out-of-context
312,"A photogram shows a pile of rubbish left in Hyde Park in the aftermath of a celebration for 420, a marijuana-centric holiday.",images/true_104.jpg,true
313,"A photograph shows a pile of rubbish left in Hyde Park by global-warming protesters in April, 2019.",images/true_104.jpg,miscaptioned
314,"A photogram shows a pile of rubbish left in Hyde Park in the aftermath of a celebration for 420, a marijuana-centric holiday.",images/false_104.jpg,out-of-context
315,"A map documents a wide range of nefarious activity, such as vandalism, theft, and arson, that occurred at both churches and cemeteries over an apparent span of two years.",images/true_105.jpg,true
316,A map shows all of the churches that were destroyed in France in the last four years.,images/true_105.jpg,miscaptioned
317,"A map documents a wide range of nefarious activity, such as vandalism, theft, and arson, that occurred at both churches and cemeteries over an apparent span of two years.",images/false_105.jpg,out-of-context
318,A photograph taken in 2012 by Steve Klein depicts Brad Pitt dressed like Bob Marley.,images/true_106.jpg,true
319,A photograph shows Brad Pitt in costume as Bob Marley in preparation for an upcoming biopic.,images/true_106.jpg,miscaptioned
320,A photograph taken in 2012 by Steve Klein depicts Brad Pitt dressed like Bob Marley.,images/false_106.jpg,out-of-context
321,A photograph shows piles of money thrown in a gutter in Venezuela of an older and now invalid form of currency that was tossed aside after the looting of a bank.,images/true_107.jpg,true
322,"A photograph shows piles of money thrown in a gutter in Venezuela, money made worthless due to socialism.",images/true_107.jpg,miscaptioned
323,A photograph shows piles of money thrown in a gutter in Venezuela of an older and now invalid form of currency that was tossed aside after the looting of a bank.,images/false_107.jpg,out-of-context
324,An image of a toy called 'Abortion Barbie' that was created by an artist to make a politican point against former Texas state senator Wendy Davis.,images/true_108.jpg,true
325,"An image shows product by toy company Mattel called 'Abortion Barbie' that has a cut-out midsection revealing a black fetus doll inside, a light-skinned fetus doll beside her, and a life-size pair of scissors.",images/true_108.jpg,miscaptioned
326,An image of a toy called 'Abortion Barbie' that was created by an artist to make a politican point against former Texas state senator Wendy Davis.,images/false_108.jpg,out-of-context
327,A photograph of Quran stained with the blood claimed to be of children massacred in a US drone strike in Somalia that destroyed a Qur'an school and a Hospital in September 2018,images/true_109.jpg,true
328,A photograph shows a blood-stained Quran found after the March 2019 Christchurch mass shootings.,images/true_109.jpg,miscaptioned
329,A photograph of Quran stained with the blood claimed to be of children massacred in a US drone strike in Somalia that destroyed a Qur'an school and a Hospital in September 2018,images/false_109.jpg,out-of-context
330,A photograph captures a 7-year-old girl feeling embarrassed for making several mistakes during her participating in a Quran recital competition.,images/true_110.jpg,true
331,A photograph shows a 7-year-old girl that forced into marriage by Muslims.,images/true_110.jpg,miscaptioned
332,A photograph captures a 7-year-old girl feeling embarrassed for making several mistakes during her participating in a Quran recital competition.,images/false_110.jpg,out-of-context
333,A photograph shows Joe Biden kissing his grandson at the funeral of Beau Biden.,images/true_111.jpg,true
334,A photograph shows Joe Biden acting in a discomforting manner with a young boy.,images/true_111.jpg,miscaptioned
335,A photograph shows Joe Biden kissing his grandson at the funeral of Beau Biden.,images/false_111.jpg,out-of-context
336,"A photograph captures a protest by a group of Pakistani refugees who had made their way to Lesbos island, Greece, in March 2016.",images/true_112.jpg,true
337,A photograph captures a male-only refugee caravan approaching the border between the United States and Mexico in February 2019.,images/true_112.jpg,miscaptioned
338,"A photograph captures a protest by a group of Pakistani refugees who had made their way to Lesbos island, Greece, in March 2016.",images/false_112.jpg,out-of-context
339,"A photograph captures a cruise ship starting up its turbines before dropping anchor, stiring sand and mud from the bottom of the water, causing the brown clouds visible in the water.",images/true_113.jpg,true
340,A photograph captures a cruise ship dumping human waste near a coastal city.,images/true_113.jpg,miscaptioned
341,"A photograph captures a cruise ship starting up its turbines before dropping anchor, stiring sand and mud from the bottom of the water, causing the brown clouds visible in the water.",images/false_113.jpg,out-of-context
342,A photograph shows an extra from the film Dunkirk doing a 'dab' in the summer of 2016.,images/true_114.jpg,true
343,A photograph shows a soldier doing the 'world's first dab' in 1932.,images/true_114.jpg,miscaptioned
344,A photograph shows an extra from the film Dunkirk doing a 'dab' in the summer of 2016.,images/false_114.jpg,out-of-context
345,"A photograph shows 'Osman the Pelican' that befriended a stray on in Erdek, Turkey, circa 2007.",images/true_115.jpg,true
346,A photograph shows 'Petey the Pelican' that befriended a stray dog that was hanging out in the docks.,images/true_115.jpg,miscaptioned
347,"A photograph shows 'Osman the Pelican' that befriended a stray on in Erdek, Turkey, circa 2007.",images/false_115.jpg,out-of-context
348,A photograph shows Migrant Cubans using mobile phones inside the migrant shelter 'Casa del Migrante' in Mexico. They only have one hour of cell phone usage for security purposes.,images/true_116.jpg,true
349,"A photograph of Central American asylum seekers using mobile phones, which calls into question how they pay for those services.",images/true_116.jpg,miscaptioned
350,A photograph shows Migrant Cubans using mobile phones inside the migrant shelter 'Casa del Migrante' in Mexico. They only have one hour of cell phone usage for security purposes.,images/false_116.jpg,out-of-context
351,A photograph shows personnel of the U.S. Customs and Border Protection who have been injured from being struck in the face and head in 2013 in Texas.,images/true_117.jpg,true
352,"A photograph shows a U.S. Border Patrol agent who was injured by a thrown rock from the other side of the border, in November 2018 in California.",images/true_117.jpg,miscaptioned
353,A photograph shows personnel of the U.S. Customs and Border Protection who have been injured from being struck in the face and head in 2013 in Texas.,images/false_117.jpg,out-of-context
354,A photograph shows dozens of guitars that were damaged during Typhoon Mangkhut in the Guangdong province of southern China in September 2018.,images/true_118.jpg,true
355,A photograph shows a graveyard of guitars confiscated by law enforcement from street musicians in Brazil.,images/true_118.jpg,miscaptioned
356,A photograph shows dozens of guitars that were damaged during Typhoon Mangkhut in the Guangdong province of southern China in September 2018.,images/false_118.jpg,out-of-context
357,A photograph showing a puppet known as 'Paula the Polar Bear' exiting a tram in the Czech Republic city of Brno during a 'Save the Arctic' campaign by Greenpeace.,images/true_119.jpg,true
358,A photograph showing a polar bear taking public transportation in Russia.,images/true_119.jpg,miscaptioned
359,A photograph showing a puppet known as 'Paula the Polar Bear' exiting a tram in the Czech Republic city of Brno during a 'Save the Arctic' campaign by Greenpeace.,images/false_119.jpg,out-of-context
360,"A photograph shows a man in a polar bear costume being arrested during Flood Wall Street, an environmental protest staged in downtown Manhattan in 2014.",images/true_120.jpg,true
361,A photograph shows a man in a polar bear costume being arrested for tearing apart tents of Black Friday campers.,images/true_120.jpg,miscaptioned
362,"A photograph shows a man in a polar bear costume being arrested during Flood Wall Street, an environmental protest staged in downtown Manhattan in 2014.",images/false_120.jpg,out-of-context
363,"A photograph shows morning commuters driving in San Diego during the Skirball fire near Bel-Air, California, in December 2017.",images/true_121.jpg,true
364,A photograph shows highway traffic along a large California wildfire in November 2018.,images/true_121.jpg,miscaptioned
365,"A photograph shows morning commuters driving in San Diego during the Skirball fire near Bel-Air, California, in December 2017.",images/false_121.jpg,out-of-context
366,"A photograph shows a fawn and a bobcat huddled together at the 'Animal Rescue Team' fascility during the Jesusita wildfire near Santa Barbara, California in May 2009.",images/true_122.jpg,true
367,A photograph shows a fawn and a bobcat huddled together during the California Camp Fire of November 2018.,images/true_122.jpg,miscaptioned
368,"A photograph shows a fawn and a bobcat huddled together at the 'Animal Rescue Team' fascility during the Jesusita wildfire near Santa Barbara, California in May 2009.",images/false_122.jpg,out-of-context
369,A photograph shows former president Barack Obama visiting Arlington National Cemetery during Veterans Day in 2009.,images/true_123.jpg,true
370,A photograph shows former president Barack Obama visiting Arlington National Cemetery alone in the rain in November 2018.,images/true_123.jpg,miscaptioned
371,A photograph shows former president Barack Obama visiting Arlington National Cemetery during Veterans Day in 2009.,images/false_123.jpg,out-of-context
372,A photograph shows a protester standing on a U.S. flag. at the University of Wisconsin-Milwaukee before the campaign appearance of candidate Donald Trump in April 2016.,images/true_124.jpg,true
373,A photograph shows a member of the October 2018 Central American migrant caravan urinating on an U.S. flag.,images/true_124.jpg,miscaptioned
374,A photograph shows a protester standing on a U.S. flag. at the University of Wisconsin-Milwaukee before the campaign appearance of candidate Donald Trump in April 2016.,images/false_124.jpg,out-of-context
375,A photograph shows an Immigrant at the 'Customs and Border Protection' facility in South Texas with a case of scabies on June 2014.,images/true_125.jpg,true
376,A photograph shows an Immigrant who crossed the United States’ southern border with a case of smallpox on October 2018.,images/true_125.jpg,miscaptioned
377,A photograph shows an Immigrant at the 'Customs and Border Protection' facility in South Texas with a case of scabies on June 2014.,images/false_125.jpg,out-of-context
378,"Image from surveillance video shows a group of plain clothed police officers shooting an armed robber in a pharmacy in Brazil, 2017.",images/true_126.jpg,true
379,"Image from surveillance video shows a group of customers shooting an armed robber in a store in USA, 2017.",images/true_126.jpg,miscaptioned
380,"Image from surveillance video shows a group of plain clothed police officers shooting an armed robber in a pharmacy in Brazil, 2017.",images/false_126.jpg,out-of-context
381,"A photograph shows protestors dragging a police officer in Acapulco, Mexico in November 2014.",images/true_127.jpg,true
382,A photograph shows members of a migrant caravan dragging a police officer through the street in October 2018.,images/true_127.jpg,miscaptioned
383,"A photograph shows protestors dragging a police officer in Acapulco, Mexico in November 2014.",images/false_127.jpg,out-of-context
384,A photograph shows a family of Honduran caravan members resting in front of a tent provided by the Red Cross Societies of Honduras in October 2018.,images/true_128.jpg,true
385,A photograph shows a family of Honduran caravan members resting in front of a tent provided by the American Red Cross in October 2018.,images/true_128.jpg,miscaptioned
386,A photograph shows a family of Honduran caravan members resting in front of a tent provided by the Red Cross Societies of Honduras in October 2018.,images/false_128.jpg,out-of-context
387,A photograph shows trash that was left behind by a caravan of refugees near the Austria-Germany border in September 2015.,images/true_129.jpg,true
388,A photograph shows trash that was left behind by a caravan of refugees traveling from Honduras to the United States in October 2018.,images/true_129.jpg,miscaptioned
389,A photograph shows trash that was left behind by a caravan of refugees near the Austria-Germany border in September 2015.,images/false_129.jpg,out-of-context
390,"An image shows migrants ride on top of a northern bound train toward the US-Mexico border in Juchitan, southern Mexico in April 2013.",images/true_130.jpg,true
391,An image shows Central American caravan refugees traveling to the United States via train in October 2018.,images/true_130.jpg,miscaptioned
392,"An image shows migrants ride on top of a northern bound train toward the US-Mexico border in Juchitan, southern Mexico in April 2013.",images/false_130.jpg,out-of-context
393,"Photograph shows protestor burning a Trump flag during an anti-Trump riot in Albuquerque, New Mexico, in May 2016.",images/true_131.jpg,true
394,"Photograph shows members of a migrant caravan burning the U.S. flag while on their way to the U.S., taken in October 2018.",images/true_131.jpg,miscaptioned
395,"Photograph shows protestor burning a Trump flag during an anti-Trump riot in Albuquerque, New Mexico, in May 2016.",images/false_131.jpg,out-of-context
396,A photograph shows the parade held in honor of the Cleveland Cavaliers' winning the NBA Championship in 2016.,images/true_132.jpg,true
397,A photograph shows thousands of people gathered for a political rally featuring Senator Ted Cruz and President Donald Trump in Texas.,images/true_132.jpg,miscaptioned
398,A photograph shows the parade held in honor of the Cleveland Cavaliers' winning the NBA Championship in 2016.,images/false_132.jpg,out-of-context
399,Photograph shows an injured police officer after altercations between police officers and protesters in Mexico in October 2012.,images/true_133.jpg,true
400,Photograph shows police officers who were brutalized by members of a migrant caravan in October 2018.,images/true_133.jpg,miscaptioned
401,Photograph shows an injured police officer after altercations between police officers and protesters in Mexico in October 2012.,images/false_133.jpg,out-of-context
402,"Image shows members of a migrant caravan in Guatemala who were given some money to help them get by, en route to the United States.",images/true_134.jpg,true
403,Image shows a group of people in Honduras being paid by George Soros to join a migrant caravan and storm the United States border.,images/true_134.jpg,miscaptioned
404,"Image shows members of a migrant caravan in Guatemala who were given some money to help them get by, en route to the United States.",images/false_134.jpg,out-of-context
405,A photograph shows a storm approaching Pensacola Beach in July 2018.,images/true_135.jpg,true
406,"A photograph shows Hurricane Michael approaching Panama City, Florida, on 10 October 2018.",images/true_135.jpg,miscaptioned
407,A photograph shows a storm approaching Pensacola Beach in July 2018.,images/false_135.jpg,out-of-context
408,A digitally created image by the artist Nickolay Lamm shoes a flooded runway to illustrate the effect that unchecked climate change could have on coastal parts of the United States.,images/true_136.jpg,true
409,A photograph shows a flooded runway at Northwest Florida Beaches International Airport during Hurricane Michael in October 2018.,images/true_136.jpg,miscaptioned
410,A digitally created image by the artist Nickolay Lamm shoes a flooded runway to illustrate the effect that unchecked climate change could have on coastal parts of the United States.,images/false_136.jpg,out-of-context
411,"A group of bikers in Boulevard Peripherique in Paris, France in 2016.",images/true_137.jpg,true
412,An image shows the group 'Bikers for Trump' on their way to Washington D.C. to support Brett Kavanaugh's confirmation hearing and demand the resignation of Sen. Feinsten.,images/true_137.jpg,miscaptioned
413,"A group of bikers in Boulevard Peripherique in Paris, France in 2016.",images/false_137.jpg,out-of-context
414,A small parade by member of the LGBT community on the day before New York City's official annual gay pride parade in 2013.,images/true_138.jpg,true
415,A photograph of a group of unusually dressed people walking down the street (including a man in a yellow bikini and heels) protesting President Trump September 2018.,images/true_138.jpg,miscaptioned
416,A small parade by member of the LGBT community on the day before New York City's official annual gay pride parade in 2013.,images/false_138.jpg,out-of-context
417,A photographs shows a mining lift crammed full of Italian workers who were channel into the Belgian labor market in ealy 1920s.,images/true_139.jpg,true
418,A photograph shows a mining lift crammed full of Irish slaves in America.,images/true_139.jpg,miscaptioned
419,A photographs shows a mining lift crammed full of Italian workers who were channel into the Belgian labor market in ealy 1920s.,images/false_139.jpg,out-of-context
420,A woman holding a 'Not My President' sign in a protest against president Donald Trump in New York City on 12 November 2016.,images/true_140.jpg,true
421,Christine Blasey Ford holding a sign reading 'Not My President' at an anti-Trump protest.,images/true_140.jpg,miscaptioned
422,A woman holding a 'Not My President' sign in a protest against president Donald Trump in New York City on 12 November 2016.,images/false_140.jpg,out-of-context
423,Photographs show a group of pigs on a flooded farm after Hurricane Floyd in September 1999.,images/true_141.jpg,true
424,Photographs show a group of pigs on a flooded farm after Hurricane Florence in September 2018.,images/true_141.jpg,miscaptioned
425,Photographs show a group of pigs on a flooded farm after Hurricane Floyd in September 1999.,images/false_141.jpg,out-of-context
426,Photographs document CNN's Anderson Cooper shows the variations of depths in the water after Hurricane Ike in September 2008.,images/true_142.jpg,true
427,Photographs document CNN's Anderson Cooper faking the depths of Hurricane Florence floodwaters in September 2018.,images/true_142.jpg,miscaptioned
428,Photographs document CNN's Anderson Cooper shows the variations of depths in the water after Hurricane Ike in September 2008.,images/false_142.jpg,out-of-context
429,Artist Kelsey Amy created a pair of custom Nike Monarchs that were hand-painted to look like as if they had been burned.,images/true_143.jpg,true
430,Nike released a line of sneakers designed to look as if they had been burned in order get back at consumers who destroyed their products in protest.,images/true_143.jpg,miscaptioned
431,Artist Kelsey Amy created a pair of custom Nike Monarchs that were hand-painted to look like as if they had been burned.,images/false_143.jpg,out-of-context
432,A photograph shows police officers escorting a group of convicts at a sentencing rally in China in 2004.,images/true_144.jpg,true
433,A photograph shows 26 corrupt politicians shortly before they were executed in China in 2018.,images/true_144.jpg,miscaptioned
434,A photograph shows police officers escorting a group of convicts at a sentencing rally in China in 2004.,images/false_144.jpg,out-of-context
435,A composite photograph documenting the evolution of a single tornado in Kansas in 2016.,images/true_145.jpg,true
436,"An image showing multiple tornadoes touching down simultaneously in Minneola, Kansas.",images/true_145.jpg,miscaptioned
437,A composite photograph documenting the evolution of a single tornado in Kansas in 2016.,images/false_145.jpg,out-of-context
438,"A photograph of Franklin D. Roosevelt Jounior, son of the 32nd President of the United States in the late 1930s [colorized].",images/true_146.jpg,true
439,"A photograph shows a young Franklin Delano Roosevelt, the 32nd President of the United States.",images/true_146.jpg,miscaptioned
440,"A photograph of Franklin D. Roosevelt Jounior, son of the 32nd President of the United States in the late 1930s [colorized].",images/false_146.jpg,out-of-context
441,"Image from a video shows students vandalising the cafeteria at Tshwane University of Technology in Pretoria, South Africa during a protest against fee hikes and inadequate funding, in November 2015.",images/true_147.jpg,true
442,Image from a video shows a group of refugees looting a cafe in Spain in August 2018.,images/true_147.jpg,miscaptioned
443,"Image from a video shows students vandalising the cafeteria at Tshwane University of Technology in Pretoria, South Africa during a protest against fee hikes and inadequate funding, in November 2015.",images/false_147.jpg,out-of-context
444,An image shows a group of antifa protesters beating a right-wing activist in Berkeley during an alt-right rally in August 2017.,images/true_148.jpg,true
445,An image shows Antifa members beating up an individual during an August 2018 alt-right protest in Washington D.C.,images/true_148.jpg,miscaptioned
446,An image shows a group of antifa protesters beating a right-wing activist in Berkeley during an alt-right rally in August 2017.,images/false_148.jpg,out-of-context
447,"Α photograph taken in 2009 during a Tea Party protest in West Palm Beach, Florida, in which parents brought their kids for a mock arrest to demonstrate how they are being saddled with debt from government spending.",images/true_149.jpg,true
448,A photograph shows ICE (Immigration and Customs Enforcement) agents handcuffing and arresting immigrant children as part of the Trump administration's controversial 'zero tolerance' policy.,images/true_149.jpg,miscaptioned
449,"Α photograph taken in 2009 during a Tea Party protest in West Palm Beach, Florida, in which parents brought their kids for a mock arrest to demonstrate how they are being saddled with debt from government spending.",images/false_149.jpg,out-of-context
450,"Photograph of a 66-year-old Colombian voluntarily remained buried up to her neck in the ground for days on end in July 2003, as a protest over the government's failure to relocate 150 displaced persons to a safer part of the city of Cali.",images/true_150.jpg,true
451,"Photograph of a woman buried in the ground up to her neck, being fed water from a spoon just before being stoned to death in Iran.",images/true_150.jpg,miscaptioned
452,"Photograph of a 66-year-old Colombian voluntarily remained buried up to her neck in the ground for days on end in July 2003, as a protest over the government's failure to relocate 150 displaced persons to a safer part of the city of Cali.",images/false_150.jpg,out-of-context
453,A photograph by UNICEF of a little girl in front of a herd of sheep in Morocco on 15 June 2005.,images/true_151.jpg,true
454,A photograph shows the former French Education Minister Najat Vallaud-Belkacem as a young girl in Morocco.,images/true_151.jpg,miscaptioned
455,A photograph by UNICEF of a little girl in front of a herd of sheep in Morocco on 15 June 2005.,images/false_151.jpg,out-of-context
456,Photograph show a car whose parts melted from the intense heat caused by nearby fire at a construction site in Arizona.,images/true_152.jpg,true
457,Photograph show a car that started to melt due to extremely hot weather in Arizona in the summer of 2018.,images/true_152.jpg,miscaptioned
458,Photograph show a car whose parts melted from the intense heat caused by nearby fire at a construction site in Arizona.,images/false_152.jpg,out-of-context
459,"A photograph shows an optical illusion on the floor designed by Casa Ceramica, a tile company in the United Kingdom, and is located at the entrance of their showroom.",images/true_153.jpg,true
460,A photograph shows an optical illusion on the floor of a school hallway that was designed to prevent children from running.,images/true_153.jpg,miscaptioned
461,"A photograph shows an optical illusion on the floor designed by Casa Ceramica, a tile company in the United Kingdom, and is located at the entrance of their showroom.",images/false_153.jpg,out-of-context
